profile_record_id,profile,site_info_id,sample_id,soil_type_id
9297,383c_65,2927,,
9327,384_67,2931,,1790.0
9328,385_60,2932,,
9332,385_66,2934,,
9333,385_67,2935,,
9334,385c_65,2936,,
9335,386_60,2937,,
9336,386_66,2938,,
9337,386_67,2939,,
9338,386c_65,2940,,1792.0
9341,387_66,2942,,
9357,388_66,2945,,
9358,388_67,2946,,
9359,388c_65,2947,,
9360,389_55,2948,,
9361,389_62,2949,,
9362,389_63,2950,,
9363,389_66,2951,,
9364,389_67,2952,,
9365,38c_60,2953,,1796.0
9366,38c_63,2954,,1797.0
9367,39_54,2955,,
9376,39_59,2957,,1800.0
9377,39_61,2958,,
9378,39_63,2959,,1801.0
9379,39_65,2960,,
9380,39_66,2961,,
9381,39_67,2962,,
9382,39_68,2963,,
9383,39_70,2964,,
9384,390_55,2965,,
9389,390_63,2967,,
9395,390_67,2969,,
9396,390_70,2970,,
9403,391_62,2972,,
9404,391_66,2973,,
9405,391_67,2974,,1805.0
9406,391c_65,2975,,
9421,392_66,2978,,
9422,392_67,2979,,
9428,393_66,2981,,
9429,393_67,2982,,
9430,393c_63,2983,,
9431,393c_65,2984,,
9462,394c_65,2989,,1813.0
9463,395_66,2990,,
9464,395_67,2991,,
9470,396_66,2993,,
9471,396_67,2994,,
9472,396c_65,2995,,1815.0
9473,397_55,2996,,
9474,397_62,2997,,
9475,397_66,2998,,
9476,397_67,2999,,
9477,398_62,3000,,1816.0
9478,398_66,3001,,
9479,398_67,3002,,
9480,398_70,3003,,
9490,399_66,3006,,
9499,39c_60,3008,,1820.0
9500,39c_63,3009,,1821.0
9501,3c_63,3010,,1822.0
9502,4_54,3011,,1823.0
9507,4_59,3013,,1825.0
9518,4_62,3015,,
9527,4_64,3017,,
9528,4_65,3018,,
9529,4_66,3019,,
9530,4_69,3020,,
9531,4_70,3021,,
9544,40_57,3023,,
9545,40_58,3024,,
9557,40_63,3026,,1832.0
9558,40_66,3027,,
9559,40_67,3028,,
9560,40_69,3029,,
9561,40_70,3030,,
9597,401_66,3036,,
9615,402_66,3039,,
9621,403_66,3041,,
9628,404_66,3043,,
9629,405_60,3044,,
9630,405_62,3045,,
9631,405_66,3046,,
9649,406_66,3049,,
9650,406_67,3050,,
9651,407_66,3051,,
9652,407_67,3052,,
9653,407c_65,3053,,1846.0
9669,408_66,3056,,
9670,408_67,3057,,
9676,409_66,3059,,
9677,409_67,3060,,
9678,40c_60,3061,,
9679,40c_63,3062,,1850.0
9680,40c_64,3063,,1851.0
9681,40c_65,3064,,
9682,41_46,3065,,1852.0
9683,41_57,3066,,
9684,41_59,3067,,1853.0
9695,41_64,3069,,
9696,41_66,3070,,
9697,41_67,3071,,
9698,41_68,3072,,
9711,410_66,3074,,
9712,410_67,3075,,
9713,410c_65,3076,,
9726,411_66,3078,,
9727,411_67,3079,,
9740,412_63,3081,,
9753,412_67,3083,,
9754,413_66,3084,,
9755,413_67,3085,,
9756,414_55,3086,,
9762,414_67,3088,,
9773,415_67,3090,,
9774,416_55,3091,,
9775,416_66,3092,,
9776,416_67,3093,,
9783,417_66,3095,,
9795,418_62,3097,,
9796,418_66,3098,,
9797,418_67,3099,,
9798,419_55,3100,,
9808,419_66,3103,,
9809,419_67,3104,,
9810,41c_60,3105,,
9816,42_54,3107,,
9817,42_55,3108,,
9827,42_63,3110,,1871.0
9839,42_66,3112,,
9840,42_67,3113,,
9841,42_68,3114,,1873.0
9846,420_66,3116,,
9859,421_63,3118,,
9860,421_66,3119,,
9861,421_67,3120,,
9862,422_62,3121,,
9863,422_66,3122,,
9864,422_67,3123,,
9865,423_62,3124,,
9866,423_63,3125,,1876.0
9867,423_66,3126,,
9895,425_60,3131,,
9902,425_67,3133,,
9903,425c_65,3134,,1882.0
9910,426_63,3136,,
9911,426_66,3137,,
9912,426_67,3138,,
9930,427_66,3141,,
9931,427_67,3142,,
9945,428_62,3144,,
9946,428_66,3145,,
9947,428_67,3146,,
9948,428c_65,3147,,1887.0
9949,429_60,3148,,
9950,429_66,3149,,
9951,429_67,3150,,
9952,42c_60,3151,,
9953,42c_64,3152,,1889.0
9954,43_46,3153,,1890.0
9955,43_57,3154,,
9956,43_59,3155,,1891.0
9957,43_60,3156,,
9958,43_63,3157,,1892.0
9959,43_65,3158,,
9960,43_66,3159,,
9961,43_67,3160,,
9962,43_68,3161,,1893.0
9963,43_69,3162,,
9964,430_63,3163,,
9965,430_66,3164,,
9966,430_67,3165,,
9967,431_62,3166,,
9968,431_66,3167,,
9969,431_67,3168,,
9970,432_66,3169,,
9990,433_60,3172,,
9991,433_66,3173,,
9992,433_67,3174,,
10002,434_62,3176,,
10003,434_66,3177,,
10004,434_67,3178,,
10019,435_66,3181,,
10020,435_67,3182,,
10021,436_63,3183,,
10022,436_66,3184,,
10023,436_67,3185,,
10029,437_66,3187,,
10044,438_63,3190,,
10045,438_66,3191,,
10046,438_67,3192,,
10053,439_66,3194,,
10054,439_67,3195,,
10055,43c_60,3196,,1904.0
10056,43c_64,3197,,
10057,43c_65,3198,,
10058,44_46,3199,,1906.0
10059,44_59,3200,,1907.0
10060,44_62,3201,,
10061,44_63,3202,,1908.0
10062,44_65,3203,,1910.0
10063,44_66,3204,,
10064,44_67,3205,,
10065,44_69,3206,,
10081,440_66,3209,,
10082,440_67,3210,,
10094,441_62,3212,,
10095,441_66,3213,,
10106,442_66,3216,,
10107,442_67,3217,,1916.0
10108,443_66,3218,,
10109,443_67,3219,,
10110,444_66,3220,,
10111,444_67,3221,,
10127,445_66,3224,,
10128,445_67,3225,,
10143,446_66,3228,,
10144,446_67,3229,,
10145,447_55,3230,,
10150,447_66,3232,,
10151,447_67,3233,,
10152,448_62,3234,,
10153,448_66,3235,,
10154,448_67,3236,,
10155,449_62,3237,,1923.0
10156,449_66,3238,,
10157,449_67,3239,,
10158,44c_60,3240,,
10159,44c_64,3241,,
10160,45_46,3242,,1925.0
10161,45_54,3243,,
10162,45_57,3244,,
10173,45_59,3246,,1927.0
10187,45_66,3248,,
10188,45_67,3249,,
10189,45_70,3250,,
10190,450_62,3251,,
10191,450_66,3252,,
10192,450_67,3253,,
10193,451_62,3254,,
10194,451_66,3255,,
10195,451_67,3256,,
10208,452_66,3258,,
10209,452_67,3259,,
10220,453_62,3261,,
10221,453_66,3262,,
10256,454_67,3266,,
10269,455_66,3268,,
10270,455_67,3269,,
10271,456_55,3270,,1936.0
10272,456_62,3271,,1937.0
10273,456_66,3272,,
10274,456_67,3273,,
10286,457_62,3275,,1939.0
10287,457_66,3276,,
10288,457_67,3277,,
10289,458_62,3278,,1940.0
10302,458_67,3280,,
10314,459_66,3282,,1943.0
10315,459_67,3283,,
10316,45c_60,3284,,
10317,45c_63,3285,,1944.0
10318,45c_64,3286,,
10319,45c_65,3287,,
10320,46_46,3288,,1945.0
10321,46_59,3289,,1946.0
10322,46_63,3290,,1947.0
10323,46_66,3291,,
10324,46_67,3292,,
10325,46_69,3293,,
10326,46_70,3294,,
10327,460_55,3295,,
10328,460_66,3296,,
10329,460_67,3297,,
10336,461_66,3299,,
10337,461_67,3300,,
10338,462_66,3301,,
10361,463_67,3304,,
10362,464_62,3305,,
10363,464_66,3306,,
10364,464_67,3307,,
10378,465_63,3309,,
10379,465_66,3310,,
10380,465_67,3311,,
10381,466_62,3312,,
10382,466_66,3313,,
10383,466_67,3314,,
10384,467_66,3315,,
10385,467_67,3316,,
10396,468_66,3318,,
10397,468_67,3319,,
10404,469_66,3321,,
10405,469_67,3322,,
10406,46c_60,3323,,1954.0
10407,46c_62,3324,,1955.0
10408,46c_63,3325,,1956.0
10409,46c_65,3326,,
10410,47_46,3327,,1957.0
10411,47_54,3328,,
10464,47_65,3335,,
10465,47_66,3336,,
10476,47_70,3338,,
10477,470_55,3339,,1965.0
10478,470_66,3340,,
10479,470_67,3341,,
10480,471_55,3342,,
10481,471_66,3343,,
10482,471_67,3344,,
10483,472_55,3345,,
10484,472_66,3346,,
10485,472_67,3347,,
10492,473_67,3349,,
10493,474_55,3350,,1968.0
10499,474_66,3352,,
10500,474_67,3353,,
10518,475_63,3356,,
10548,476_66,3360,,
10549,476_67,3361,,
10550,477_66,3362,,
10551,477_67,3363,,
10562,478_63,3365,,
10563,478_66,3366,,
10564,478_67,3367,,
10565,479_55,3368,,
10566,479_66,3369,,
10567,479_67,3370,,
10568,47c_62,3371,,1976.0
10569,47c_63,3372,,1977.0
10570,47c_64,3373,,
10571,48_46,3374,,1978.0
10572,48_55,3375,,
10573,48_57,3376,,
10574,48_59,3377,,1979.0
10575,48_63,3378,,1980.0
10588,48_66,3380,,
10589,48_70,3381,,
10602,480_62,3383,,
10603,480_66,3384,,
10615,481_55,3386,,
10628,481_66,3388,,
10629,481_67,3389,,
10673,483_66,3394,,
10683,484_66,3396,,
10684,484_67,3397,,
10685,485_55,3398,,
10686,485_66,3399,,
10687,486_55,3400,,1990.0
10704,486_67,3403,,
10714,487_62,3405,,
10721,488_66,3407,,
10722,488_67,3408,,1995.0
10723,489_55,3409,,1996.0
10724,489_66,3410,,
10725,48c_60,3411,,1997.0
10726,48c_63,3412,,1998.0
10727,48c_64,3413,,
10728,49_46,3414,,1999.0
10729,49_54,3415,,
10740,49_56,3417,,
10741,49_57,3418,,
10750,49_59,3420,,2002.0
10766,49_63,3423,,2005.0
10767,49_66,3424,,
10768,49_68,3425,,2006.0
10769,49_70,3426,,
10770,490_62,3427,,
10781,490_67,3429,,
10782,491_54,3430,,2008.0
10783,491_62,3431,,
10784,491_66,3432,,
10785,491_67,3433,,
10786,492_54,3434,,2009.0
10787,492_66,3435,,
10799,493_62,3437,,
10800,493_66,3438,,
10801,493_67,3439,,
10808,495_55,3441,,
10809,495_66,3442,,
10810,496_63,3443,,
10811,496_66,3444,,
10812,497_63,3445,,
10813,497_66,3446,,
10828,498_63,3448,,
10829,498_66,3449,,2014.0
10830,498_67,3450,,
10831,499_55,3451,,2015.0
10832,499_62,3452,,
10833,499_63,3453,,
10834,499_66,3454,,
10835,499_67,3455,,2016.0
10836,49c_60,3456,,
10837,49c_63,3457,,2017.0
10838,4c_60,3458,,2018.0
10839,4c_63,3459,,2019.0
10840,5_54,3460,,
10852,5_57,3462,,
10868,5_62,3464,,
10869,5_63,3465,,2022.0
10870,5_65,3466,,
10889,50_46,3469,,2025.0
10907,50_59,3472,,2028.0
10914,50_63,3474,,2030.0
10954,50_69,3479,,
10955,500_55,3480,,2035.0
10956,500_62,3481,,
10957,500_63,3482,,
10958,500_66,3483,,
10973,501_63,3486,,2038.0
10974,501_66,3487,,
10987,502_66,3489,,
10999,503_62,3491,,2041.0
11000,503_63,3492,,
11001,503_66,3493,,
11002,503_67,3494,,2042.0
11003,504_63,3495,,
11004,504_66,3496,,
11016,505_66,3498,,
11026,506_66,3500,,
11027,507_55,3501,,
11028,507_62,3502,,
11029,507_66,3503,,
11039,508_66,3505,,
11040,508_67,3506,,
11041,509_66,3507,,
11042,50c_63,3508,,2048.0
11043,50c_65,3509,,
11044,51_46,3510,,2049.0
11052,51_59,3512,,2051.0
11059,51_62,3514,,
11072,51_65,3516,,
11073,51_66,3517,,
11074,51_68,3518,,2054.0
11075,51_70,3519,,
11081,510_66,3521,,
11082,510_67,3522,,2056.0
11083,511_63,3523,,
11084,511_66,3524,,
11085,512_55,3525,,
11086,512_62,3526,,
11087,512_66,3527,,
11088,513_62,3528,,
11089,513_66,3529,,
11090,514_62,3530,,
11091,514_66,3531,,
11103,515_62,3533,,
11104,515_66,3534,,
11113,516_62,3536,,
11114,516_66,3537,,
11115,516_67,3538,,
11116,517_55,3539,,2060.0
11122,517_66,3541,,
11123,518_66,3542,,
11124,519_66,3543,,
11125,519_67,3544,,
11126,51c_63,3545,,2062.0
11127,51c_64,3546,,
11128,51c_65,3547,,
11129,52_46,3548,,2063.0
11130,52_55,3549,,
11137,52_59,3551,,2065.0
11138,52_61,3552,,
11139,52_62,3553,,
11140,52_63,3554,,2066.0
11141,52_66,3555,,
11142,52_68,3556,,
11149,520_66,3558,,
11159,521_62,3560,,
11169,522_66,3562,,
11170,523_55,3563,,
11171,523_62,3564,,
11172,523_66,3565,,
11173,524_66,3566,,
11190,525_66,3568,,
11191,526_62,3569,,
11192,526_66,3570,,
11193,526_67,3571,,2072.0
11205,527_66,3573,,
11219,528_66,3576,,
11220,529_62,3577,,
11221,529_66,3578,,
11222,52c_63,3579,,2076.0
11223,52c_65,3580,,2077.0
11224,53_46,3581,,2078.0
11233,53_55,3583,,
11238,53_59,3585,,2081.0
11239,53_60,3586,,
11246,53_62,3588,,
11247,53_63,3589,,2083.0
11248,53_66,3590,,
11249,53_69,3591,,2084.0
11254,530_66,3593,,
11255,531_62,3594,,
11270,532_66,3597,,
11271,533_66,3598,,
11272,533_67,3599,,2089.0
11273,534_55,3600,,2090.0
11274,534_66,3601,,
11275,534_67,3602,,
11285,535_66,3604,,
11286,536_55,3605,,2093.0
11287,536_66,3606,,
11289,537_66,3608,,
11295,538_66,3610,,
11296,538_67,3611,,
11297,539_55,3612,,2096.0
11298,539_66,3613,,
11299,53c_63,3614,,2097.0
11300,53c_64,3615,,2098.0
11308,54_54,3617,,2100.0
11309,54_57,3618,,
11310,54_59,3619,,2101.0
11311,54_61,3620,,
11321,54_63,3622,,2103.0
11322,54_65,3623,,
11323,54_66,3624,,
11324,54_69,3625,,
11325,540_66,3626,,
11326,540_67,3627,,
11327,541_66,3628,,
11328,542_55,3629,,
11329,542_66,3630,,
11330,543_55,3631,,
11331,543_66,3632,,
11332,543_67,3633,,2104.0
11333,544_55,3634,,
11334,544_66,3635,,
11345,545_66,3637,,
11346,546_55,3638,,
11347,546_66,3639,,
11348,547_66,3640,,
11349,547_67,3641,,2106.0
11367,548_67,3644,,
11390,54c_63,3647,,2111.0
11391,55_46,3648,,2112.0
11392,55_57,3649,,
11393,55_59,3650,,2113.0
11394,55_62,3651,,
11395,55_63,3652,,2114.0
11396,55_66,3653,,
11397,55_68,3654,,
11398,55_69,3655,,
11399,550_55,3656,,2115.0
11400,550_66,3657,,
11401,550_67,3658,,2116.0
11402,551_66,3659,,
11414,552_66,3661,,
11415,553_55,3662,,
11416,553_66,3663,,
11417,554_66,3664,,
11418,555_66,3665,,
11419,556_66,3666,,
11420,557_66,3667,,
11421,558_66,3668,,
11422,559_66,3669,,
11423,55c_63,3670,,2118.0
11435,56_55,3673,,
11436,56_59,3674,,2121.0
11437,56_62,3675,,
11450,56_66,3677,,
11462,56_70,3679,,
11463,560_66,3680,,
11464,560_67,3681,,
11465,561_66,3682,,
11466,562_66,3683,,
11467,562_67,3684,,2124.0
11468,563_66,3685,,
11469,564_66,3686,,
11478,565_66,3688,,
11479,565_67,3689,,
11480,566_66,3690,,
11481,566_67,3691,,2126.0
11482,567_66,3692,,
11483,567_67,3693,,
11484,568_66,3694,,
11485,568_67,3695,,
11486,569_66,3696,,
11487,56c_60,3697,,
11488,56c_63,3698,,2127.0
11489,57_46,3699,,2128.0
11490,57_55,3700,,
11491,57_59,3701,,2129.0
11498,57_62,3703,,
11499,57_63,3704,,2131.0
11500,57_66,3705,,
11501,57_69,3706,,
11502,57_70,3707,,
11503,570_66,3708,,
11504,571_66,3709,,
11505,572_66,3710,,
11506,573_66,3711,,
11507,574_66,3712,,
11508,575_66,3713,,
11513,577_66,3715,,
11514,578_66,3716,,
11521,57c_60,3718,,
11522,57c_63,3719,,2134.0
11523,57c_65,3720,,
11524,58_46,3721,,2135.0
11525,58_54,3722,,2136.0
11526,58_57,3723,,
11527,58_59,3724,,2137.0
11528,58_62,3725,,
11529,58_63,3726,,2138.0
11530,58_64,3727,,
11531,58_66,3728,,
11532,58_68,3729,,2139.0
11533,58_69,3730,,
11534,580_66,3731,,
11535,581_66,3732,,
11536,582_66,3733,,
11537,583_66,3734,,
11538,584_66,3735,,
11539,585_66,3736,,
11540,586_66,3737,,
11541,587_66,3738,,
11542,588_66,3739,,
11543,589_66,3740,,
11544,58c_60,3741,,
11545,58c_62,3742,,2140.0
11546,58c_63,3743,,2141.0
11547,58c_64,3744,,2142.0
11548,59_46,3745,,2143.0
11549,59_55,3746,,
11574,59_62,3750,,
11575,59_63,3751,,2147.0
11576,59_64,3752,,2148.0
11577,59_66,3753,,
11578,59_70,3754,,
11579,59c_63,3755,,2149.0
11580,59c_64,3756,,2150.0
11581,5c_63,3757,,2151.0
11582,5c_65,3758,,2152.0
11599,6_62,3761,,
11600,6_63,3762,,2157.0
11601,6_65,3763,,
11613,60_46,3766,,2160.0
11621,60_55,3768,,
11628,60_57,3770,,
11640,60_59,3772,,2164.0
11646,60_62,3774,,
11647,60_63,3775,,2166.0
11648,60_64,3776,,
11649,60_66,3777,,
11650,60_70,3778,,
11651,60c_63,3779,,2167.0
11652,61_46,3780,,2168.0
11653,61_54,3781,,2169.0
11654,61_55,3782,,
11664,61_59,3784,,2171.0
11676,61_62,3786,,
11692,61_65,3788,,
11693,61_66,3789,,
11704,61_70,3791,,
11705,61c_63,3792,,2175.0
11706,61c_64,3793,,
11707,61c_65,3794,,
11708,62_46,3795,,2176.0
11709,62_54,3796,,2177.0
11721,62_57,3798,,
11732,62_59,3800,,2180.0
11739,62_62,3802,,
11746,62_64,3804,,
11747,62_65,3805,,
11748,62_66,3806,,
11749,62_68,3807,,
11750,62_69,3808,,
11751,62_70,3809,,
11752,62c_60,3810,,
11753,62c_62,3811,,2183.0
11754,62c_63,3812,,2184.0
11755,62c_65,3813,,
11756,63_46,3814,,2185.0
11764,63_55,3816,,
11775,63_58,3818,,
11776,63_59,3819,,2188.0
11782,63_63,3821,,2190.0
11783,63_64,3822,,
11784,63_65,3823,,
11785,63_66,3824,,
11786,63_69,3825,,
11787,63_70,3826,,
11788,63c_60,3827,,
11789,63c_63,3828,,2192.0
11790,63c_65,3829,,
11799,64_56,3831,,
11800,64_57,3832,,
11801,64_59,3833,,2194.0
11813,64_62,3835,,
11814,64_63,3836,,2196.0
11815,64_66,3837,,
11816,64_68,3838,,
11817,64_70,3839,,
11818,64c_60,3840,,2197.0
11819,64c_63,3841,,2198.0
11820,65_46,3842,,2199.0
11826,65_55,3844,,
11846,65_59,3847,,2203.0
11884,65_66,3852,,
11885,65_69,3853,,2208.0
11886,65c_60,3854,,
11887,65c_63,3855,,2209.0
11888,65c_64,3856,,2210.0
11889,66_46,3857,,2211.0
11890,66_54,3858,,2212.0
11891,66_56,3859,,
11901,66_59,3861,,2214.0
11902,66_62,3862,,
11903,66_63,3863,,2215.0
11914,66_66,3865,,
11915,66_68,3866,,
11916,66_69,3867,,
11917,66c_60,3868,,2217.0
11918,66c_63,3869,,2218.0
11919,66c_65,3870,,
11920,67_46,3871,,2219.0
11928,67_55,3873,,
11929,67_59,3874,,2221.0
11930,67_60,3875,,
11931,67_63,3876,,2222.0
11932,67_64,3877,,2223.0
11933,67_65,3878,,
11934,67_66,3879,,
11935,67c_60,3880,,
11936,67c_63,3881,,2224.0
11937,67c_64,3882,,2225.0
11938,68_46,3883,,2226.0
11939,68_55,3884,,2227.0
11940,68_58,3885,,
11941,68_59,3886,,2228.0
11942,68_61,3887,,
11963,68_66,3890,,
11964,68_70,3891,,
11965,68c_63,3892,,2231.0
11966,68c_65,3893,,
11967,69_46,3894,,2232.0
11979,69_59,3896,,2234.0
11993,69_64,3898,,
12004,69_66,3900,,
12005,69_69,3901,,
12006,69_70,3902,,
12007,69c_60,3903,,
12008,69c_63,3904,,2237.0
12009,69c_65,3905,,2238.0
12010,6c_60,3906,,2239.0
12011,6c_63,3907,,2240.0
12042,7_63,3911,,2245.0
12043,7_66,3912,,
12056,7_70,3914,,
12057,70_46,3915,,2247.0
12101,70_63,3921,,2253.0
12123,70_66,3924,,
12124,70_69,3925,,
12125,70c_62,3926,,2256.0
12126,70c_63,3927,,2257.0
12154,71_59,3931,,2261.0
12168,71_63,3933,,2264.0
12169,71_64,3934,,
12170,71_66,3935,,
12171,71_70,3936,,
12172,71c_60,3937,,
12173,71c_63,3938,,2265.0
12174,71c_65,3939,,
12175,72_46,3940,,2266.0
12183,72_57,3942,,
12194,72_59,3944,,2270.0
12206,72_63,3946,,2272.0
12215,72_66,3948,,
12220,72c_60,3950,,2275.0
12221,72c_63,3951,,2276.0
12222,72c_64,3952,,
12223,72c_65,3953,,
12224,73_46,3954,,2277.0
12232,73_59,3956,,2279.0
12233,73_63,3957,,2280.0
12234,73_65,3958,,
12235,73_66,3959,,
12245,73c_60,3961,,2282.0
12246,73c_63,3962,,2283.0
12247,74_46,3963,,2285.0
12248,74_55,3964,,
12268,74_59,3967,,2288.0
12269,74_62,3968,,
12270,74_63,3969,,2289.0
12271,74_65,3970,,
12272,74_66,3971,,
12273,74_69,3972,,
12278,74c_63,3974,,2291.0
12294,75_55(BAC),3977,,
12303,75_59,3979,,2296.0
12315,75_63,3981,,2298.0
12316,75_65,3982,,
12317,75_66,3983,,
12326,75c_60,3985,,2300.0
12327,75c_62,3986,,2301.0
12328,75c_63,3987,,2302.0
12329,75c_64,3988,,
12330,75c_65,3989,,2303.0
12331,76_46,3990,,2304.0
12337,76_55,3992,,
12338,76_57,3993,,
12339,76_59,3994,,2306.0
12352,76_63,3996,,2308.0
12359,76_66,3998,,
12360,76_68,3999,,
12361,76_70,4000,,
12362,76c_60,4001,,2310.0
12363,76c_62,4002,,2311.0
12364,76c_63,4003,,2312.0
12380,77_55,4006,,
12381,77_59,4007,,2315.0
12382,77_62,4008,,
12396,77_65,4010,,
12397,77_66,4011,,
12398,77_68,4012,,
12399,77_69,4013,,
12400,77_70,4014,,
12401,77c_60,4015,,2317.0
12402,77c_62,4016,,2318.0
12403,77c_63,4017,,2319.0
12404,78_46,4018,,2320.0
12412,78_56,4020,,
12413,78_57,4021,,
12426,78_60,4024,,
12427,78_61,4025,,
12428,78_63,4026,,2325.0
12429,78_64,4027,,
12430,78_66,4028,,
12441,78_69,4030,,
12442,78c_60,4031,,2327.0
12443,78c_62,4032,,2328.0
12444,78c_63,4033,,2329.0
12445,79_46,4034,,2330.0
12452,79_59,4036,,2332.0
12453,79_63,4037,,2333.0
12454,79_64,4038,,
12455,79_66,4039,,
12456,79c_63,4040,,2334.0
12457,7A_63,4041,,2335.0
12458,7c_62,4042,,2336.0
12459,7c_63,4043,,2337.0
12460,8_54,4044,,
12461,8_56,4045,,2338.0
12483,8_62,4049,,
12484,8_63,4050,,2342.0
12485,8_66,4051,,
12486,8_68,4052,,
12496,80_46,4054,,2344.0
12504,80_55,4056,,
12505,80_56,4057,,
12506,80_57,4058,,
12533,80_62,4061,,
12569,80_70,4066,,
12570,80c_62,4067,,2352.0
12571,80c_63,4068,,2353.0
12572,81_46,4069,,2354.0
12578,81_56,4071,,2356.0
12593,81_60,4074,,
12600,81_63,4076,,2361.0
12601,81_64,4077,,
12602,81_66,4078,,
12603,81_68,4079,,
12611,81c_62,4081,,2363.0
12612,81c_63,4082,,2364.0
12613,82_46,4083,,2365.0
12614,82_54,4084,,2366.0
12625,82_57,4086,,
12645,82_63,4089,,2370.0
12656,82_66,4091,,
12661,82_70,4093,,
12662,82c_60,4094,,
12663,82c_63,4095,,2373.0
12664,82c_65,4096,,
12665,83_46,4097,,2374.0
12666,83_54,4098,,2375.0
12667,83_55,4099,,
12668,83_57,4100,,
12677,83_59,4102,,2377.0
12678,83_62,4103,,
12692,83_64,4105,,
12693,83_66,4106,,
12694,83_69,4107,,
12695,83_70,4108,,
12696,83c_60,4109,,2379.0
12697,83c_63,4110,,2380.0
12698,83c_65,4111,,2381.0
12699,84_46,4112,,2382.0
12700,84_54,4113,,2383.0
12701,84_55,4114,,
12711,84_59,4116,,2385.0
12731,84_65,4119,,
12745,84_70,4122,,
12746,84c_60,4123,,
12747,84c_63,4124,,2390.0
12748,84c_65,4125,,
12749,85_46,4126,,2391.0
12750,85_55,4127,,
12754,85_59,4129,,2393.0
12767,85_63,4131,,2395.0
12768,85_64,4132,,2396.0
12769,85_65,4133,,
12770,85_66,4134,,
12771,85c_63,4135,,2397.0
12772,86_46,4136,,2398.0
12789,86_62,4141,,
12790,86_63,4142,,2403.0
12791,86_64,4143,,2404.0
12792,86_65,4144,,
12793,86_66,4145,,
12794,86_70,4146,,
12795,86c_60,4147,,
12796,86c_63,4148,,2405.0
12797,86c_65,4149,,
12798,87_46,4150,,2406.0
12799,87_55,4151,,
12833,87_64,4155,,
12834,87_66,4156,,
12835,87_69,4157,,
12841,87c_63,4159,,2411.0
12842,87c_65,4160,,2412.0
12843,88_46,4161,,2413.0
12844,88_54,4162,,
12845,88_55,4163,,
12846,88_57,4164,,
12851,88_61,4166,,
12856,88_63,4168,,2416.0
12857,88_64,4169,,
12858,88_66,4170,,
12859,88_68,4171,,2417.0
12860,88_70,4172,,
12861,88c_62,4173,,2418.0
12862,88c_63,4174,,2419.0
12869,89_55,4176,,
12896,89_64,4180,,
12897,89_65,4181,,2424.0
12898,89_66,4182,,
12899,89_68,4183,,
12918,89c_60,4186,,2427.0
12919,89c_63,4187,,2428.0
12920,89c_64,4188,,
12921,89c_65,4189,,2429.0
12922,8c_63,4190,,2430.0
12923,8c_65,4191,,
12924,9_54,4192,,
12925,9_59,4193,,2431.0
12947,9_64,4196,,
12948,9_65,4197,,
12949,9_66,4198,,
12950,90_46,4199,,2434.0
12958,90_55,4201,,
12959,90_57,4202,,
12978,90_62,4205,,
12979,90_63,4206,,2439.0
12980,90_64,4207,,
12981,90_65,4208,,
12982,90_66,4209,,
12983,90_68,4210,,
12984,90c_63,4211,,2440.0
12985,90c_65,4212,,
12986,91_46,4213,,2441.0
12993,91_55,4215,,
12994,91_56,4216,,
13004,91_59,4218,,2444.0
13005,91_63,4219,,2445.0
13016,91_66,4221,,
13027,91c_60,4223,,2448.0
13028,91c_63,4224,,2449.0
13029,91c_65,4225,,
13048,92_57,4228,,2453.0
13058,92_59,4230,,2455.0
13059,92_62,4231,,
13060,92_63,4232,,2456.0
13061,92_66,4233,,
13062,92_69,4234,,
13063,92c_63,4235,,2457.0
13064,92c_65,4236,,2458.0
13065,93_46,4237,,2459.0
13086,93_62,4241,,
13100,93_66,4243,,
13101,93_68,4244,,
13108,93c_60,4246,,2467.0
13109,93c_63,4247,,2468.0
13110,94_46,4248,,2469.0
13111,94_57,4249,,
13149,94_66,4253,,
13158,94c_60,4255,,2475.0
13159,94c_63,4256,,2476.0
13160,95_54,4257,,2477.0
13161,95_55,4258,,2478.0
13179,95_62,4262,,
13180,95_63,4263,,2482.0
13181,95_64,4264,,
13182,95_66,4265,,
13194,95_70,4267,,
13204,95c_63,4269,,2486.0
13205,95c_65,4270,,2487.0
13206,96_46,4271,,
13207,96_54,4272,,2488.0
13208,96_55,4273,,
13217,96_59,4275,,2490.0
13230,96_63,4277,,2492.0
13231,96_64,4278,,
13232,96_66,4279,,
13233,96_68,4280,,
13240,96_70,4282,,
13241,96c_60,4283,,
13242,96c_63,4284,,2494.0
13243,97_46,4285,,
13244,97_54,4286,,2495.0
13245,97_59,4287,,2496.0
13272,97_63,4290,,2499.0
13273,97_65,4291,,
13274,97_66,4292,,
13281,97c_60,4294,,
13282,97c_62,4295,,2501.0
13283,97c_63,4296,,2502.0
13284,98_46,4297,,2503.0
13285,98_54,4298,,
13301,98_62,4301,,
13314,98_66,4303,,
13326,98c_62,4305,,
13327,98c_63,4306,,2508.0
13328,98c_64,4307,,
13329,99_46,4308,,
13330,99_54,4309,,2509.0
13350,99_59,4312,,2512.0
13368,99_66,4315,,
13369,99c_60,4316,,
13370,99c_62,4317,,2515.0
13371,99c_63,4318,,2516.0
13372,9c_60,4319,,2517.0
13373,9c_63,4320,,2518.0
13374,9c_65,4321,,
