profile_record_id,profile,site_info_id,sample_id,soil_type_id
5020,220_56,1550,,
5062,220_61,1555,,
5063,220_63,1556,,953.0
5064,220_66,1557,,
5065,220c_60,1558,,
5066,220c_62,1559,,
5067,220c_63,1560,,954.0
5068,220c_64,1561,,955.0
5074,221_54,1563,,
5084,221_59,1565,,958.0
5085,221_62,1566,,
5086,221_63,1567,,959.0
5087,221_66,1568,,
5092,221c_60,1570,,961.0
5093,221c_62,1571,,
5094,221c_63,1572,,962.0
5095,222_54,1573,,
5096,222_55,1574,,
5105,222_59,1576,,964.0
5106,222_61,1577,,
5107,222_62,1578,,
5120,222_66,1580,,
5121,222_68,1581,,
5126,222c_62,1583,,
5127,222c_63,1584,,967.0
5133,223_46,1586,,
5144,223_55BA,1588,,
5145,223_59,1589,,970.0
5146,223_60,1590,,
5147,223_62,1591,,
5148,223_63,1592,,971.0
5149,223_66,1593,,
5150,223c_60,1594,,972.0
5151,223c_62,1595,,
5152,223c_63,1596,,973.0
5153,223c_65,1597,,
5166,224_56,1599,,
5177,224_61,1601,,
5191,224_66,1603,,
5192,224_70,1604,,
5193,224c_62,1605,,
5194,224c_63,1606,,978.0
5195,224c_64,1607,,
5226,225_59,1611,,982.0
5227,225_60,1612,,
5240,225_63,1614,,984.0
5241,225_66,1615,,
5242,225_68,1616,,
5243,225c_60,1617,,
5244,225c_63,1618,,985.0
5261,226_59,1621,,988.0
5262,226_61,1622,,
5263,226_62,1623,,
5264,226_63,1624,,989.0
5265,226_66,1625,,
5266,226_70,1626,,
5267,226c_62,1627,,
5268,226c_63,1628,,990.0
5282,227_55BA,1631,,
5318,227_62,1635,,
5319,227_63,1636,,996.0
5320,227_66,1637,,
5321,227_68,1638,,997.0
5322,227c_60,1639,,998.0
5323,227c_62,1640,,999.0
5324,227c_63,1641,,1000.0
5340,228_59,1644,,1003.0
5341,228_60,1645,,
5342,228_62,1646,,
5343,228_63,1647,,1004.0
5344,228_66,1648,,
5345,228_68,1649,,1005.0
5348,228c_62,1651,,1007.0
5349,228c_63,1652,,1008.0
5350,229_54,1653,,
5361,229_59,1655,,1010.0
5362,229_60,1656,,
5363,229_61,1657,,
5380,229_66,1660,,
5381,229c_62,1661,,
5382,229c_63,1662,,1013.0
5383,22c_63,1663,,1014.0
5394,23_59,1665,,1017.0
5395,23_60,1666,,
5396,23_61,1667,,
5397,23_63,1668,,1018.0
5398,23_66,1669,,
5419,230_54,1672,,
5431,230_59,1674,,1022.0
5441,230_63,1676,,1024.0
5442,230_66,1677,,
5448,230c_60,1679,,1026.0
5449,230c_62,1680,,
5450,230c_63,1681,,1027.0
5456,231_54,1683,,
5468,231_55BA,1685,,
5490,231_62,1688,,
5514,231_66,1691,,
5519,231c_60,1693,,
5520,231c_63,1694,,1035.0
5521,231c_65,1695,,
5522,232_57,1696,,
5545,232_60,1699,,
5546,232_61,1700,,
5547,232_63,1701,,1038.0
5548,232_65,1702,,
5549,232_66,1703,,
5550,232c_60,1704,,1039.0
5551,232c_63,1705,,1040.0
5575,233_61,1708,,
5576,233_62,1709,,
5577,233_63,1710,,1043.0
5578,233_66,1711,,
5579,233_70,1712,,
5580,233a_60,1713,,1044.0
5581,233c_60,1714,,
5582,233c_62,1715,,1045.0
5583,233c_63,1716,,1046.0
5584,233c_65,1717,,1047.0
5598,234_59,1720,,1050.0
5599,234_60,1721,,
5600,234_63,1722,,1051.0
5613,234_66,1724,,
5614,234c_62,1725,,1054.0
5615,234c_63,1726,,1055.0
5616,234c_65,1727,,1056.0
5617,235_56,1728,,
5618,235_57,1729,,
5644,235_60,1732,,
5657,235_63,1734,,1060.0
5658,235_66,1735,,
5663,235c_60,1737,,1062.0
5664,235c_62,1738,,1063.0
5665,235c_63,1739,,1064.0
5684,236_57,1742,,
5692,236_61,1744,,
5693,236_62,1745,,
5705,236_66,1747,,
5706,236a_60,1748,,
5707,236c_63,1749,,1070.0
5708,237_57,1750,,
5720,237_60,1752,,
5721,237_61,1753,,
5722,237_62,1754,,
5723,237_63,1755,,1072.0
5724,237_66,1756,,
5725,237_70,1757,,1073.0
5726,237c_63,1758,,1074.0
5727,237c_64,1759,,
5728,237c_65,1760,,
5756,238_57,1764,,
5757,238_59,1765,,1078.0
5758,238_60,1766,,
5767,238_63,1768,,1080.0
5768,238_66,1769,,1081.0
5769,238_70,1770,,
5770,238c_62,1771,,1082.0
5771,238c_63,1772,,1083.0
5775,239_55,1774,,
5784,239_59,1776,,1088.0
5785,239_60,1777,,
5786,239_61,1778,,
5787,239_62,1779,,
5788,239_63,1780,,1089.0
5803,239_66,1782,,
5804,239c_60,1783,,1091.0
5805,239c_62,1784,,1092.0
5806,239c_63,1785,,1093.0
5807,23c_60,1786,,
5808,23c_63,1787,,1094.0
5818,24_58,1789,,
5819,24_59,1790,,1097.0
5820,24_61,1791,,
5830,24_66,1793,,
5853,240_59,1797,,1102.0
5854,240_62,1798,,
5855,240_63,1799,,1104.0
5856,240_65,1800,,
5857,240_66,1801,,
5858,240_70,1802,,
5859,240c_60,1803,,1105.0
5860,240c_62,1804,,1106.0
5861,240c_63,1805,,1107.0
5862,240c_64,1806,,
5863,240c_65,1807,,
5877,241_59,1810,,1110.0
5878,241_60,1811,,
5879,241_62,1812,,
5893,241_66,1814,,
5894,241c_62,1815,,1113.0
5895,241c_63,1816,,1114.0
5896,241c_64,1817,,
5905,242_59,1819,,1116.0
5906,242_60,1820,,
5907,242_62,1821,,
5920,242_66,1823,,
5921,242c_60,1824,,1119.0
5922,242c_62,1825,,
5923,242c_63,1826,,1120.0
5924,242c_64,1827,,1121.0
5925,242c_65,1828,,1122.0
5928,243_55,1830,,
5946,243_61,1833,,
5955,243_66,1835,,
5956,243c_63,1836,,1127.0
5962,244_55,1838,,
5963,244_55BA,1839,,
5964,244_56,1840,,
5965,244_57,1841,,
5976,244_59,1843,,1130.0
6013,244_66,1848,,
6019,244c_60,1850,,1136.0
6020,244c_62,1851,,1137.0
6021,244c_63,1852,,1138.0
6022,244c_64,1853,,
6026,245_56,1855,,
6072,245_61,1860,,
6073,245_63,1861,,1144.0
6074,245_66,1862,,
6075,245c_63,1863,,1145.0
6076,245c_64,1864,,
6087,246_59,1866,,1147.0
6088,246_60,1867,,
6089,246_63,1868,,1148.0
6090,246_66,1869,,
6095,246c_60,1871,,
6096,246c_62,1872,,
6097,246c_63,1873,,1150.0
6098,247_56,1874,,
6099,247_59,1875,,1151.0
6115,247_66,1878,,
6127,247c_62,1880,,
6128,247c_63,1881,,1155.0
6129,248_46,1882,,
6130,248_59,1883,,1156.0
6169,248c_60,1888,,1161.0
6170,248c_62,1889,,
6171,248c_63,1890,,1162.0
6181,249_59,1893,,1165.0
6191,249_62,1895,,
6192,249_63,1896,,1167.0
6193,249_65,1897,,
6194,249_66,1898,,
6207,249c_60,1900,,1169.0
6208,249c_62,1901,,
6209,249c_63,1902,,1170.0
6210,24c_60,1903,,1171.0
6211,24c_63,1904,,1172.0
6212,25_54,1905,,
6213,25_55,1906,,
6214,25_59,1907,,1173.0
6215,25_62,1908,,
6216,25_63,1909,,1175.0
6227,25_69,1911,,
6228,25_70,1912,,
6240,250_57,1914,,
6241,250_59,1915,,1178.0
6242,250_61,1916,,
6251,250_63,1918,,1180.0
6252,250_66,1919,,
6253,250c_60,1920,,
6254,250c_62,1921,,
6255,250c_63,1922,,1181.0
6256,251_46,1923,,
6269,251_57,1925,,
6270,251_59,1926,,1183.0
6271,251_61,1927,,
6272,251_63,1928,,1184.0
6273,251_66,1929,,
6274,251c_62,1930,,1185.0
6275,251c_63,1931,,1186.0
6279,252_57,1933,,
6290,252_59,1935,,1189.0
6297,252_63,1937,,1191.0
6298,252_65,1938,,
6299,252_66,1939,,
6300,252c_60,1940,,
6301,252c_63,1941,,1192.0
6302,252c_64,1942,,
6303,253_46,1943,,
6304,253_56,1944,,1193.0
6307,253_59,1946,,1195.0
6328,253_62,1949,,
6329,253_63,1950,,1198.0
6330,253_66,1951,,
6331,253c_60,1952,,1199.0
6332,253c_63,1953,,1200.0
6333,253c_64,1954,,
6334,253c_65,1955,,
6358,254_60,1958,,
6359,254_63,1959,,1203.0
6360,254_66,1960,,
6361,254c_62,1961,,
6362,254c_63,1962,,1204.0
6363,254c_65,1963,,
6383,255_58,1966,,
6408,255_65,1969,,
6409,255_66,1970,,
6410,255c_60,1971,,
6411,255c_63,1972,,1209.0
6412,256_57,1973,,
6413,256_59,1974,,1210.0
6433,256_62,1977,,
6434,256_63,1978,,1213.0
6435,256_66,1979,,
6436,256c_60,1980,,1214.0
6437,256c_62,1981,,
6438,256c_63,1982,,1215.0
6439,256c_65,1983,,
6440,257_46,1984,,
6447,257_57,1986,,
6485,257_62,1990,,
6486,257_63,1991,,1220.0
6487,257_66,1992,,
6488,257c_62,1993,,1221.0
6489,257c_63,1994,,1222.0
6490,257c_65,1995,,
6491,258_55,1996,,
6519,258_59,2000,,1226.0
6531,258_62,2002,,
6532,258_63,2003,,1228.0
6533,258_66,2004,,
6534,258_67,2005,,
6535,258c_63,2006,,1230.0
6536,259_55,2007,,
6544,259_63,2009,,1232.0
6545,259_66,2010,,
6546,259c_60,2011,,1233.0
6547,259c_62,2012,,1234.0
6548,259c_63,2013,,1235.0
6549,259c_65,2014,,
6550,25c_60,2015,,1236.0
6551,25c_63,2016,,1237.0
6552,26_54,2017,,
6553,26_55,2018,,
6587,26_63,2023,,1242.0
6588,26_66,2024,,
6589,26_67,2025,,
6595,260_59,2027,,
6596,260_62,2028,,
6607,260_66,2030,,
6608,260c_63,2031,,1246.0
6615,261_59,2033,,
6616,261_60,2034,,
6617,261_62,2035,,
6623,261_66,2037,,
6624,261c_60,2038,,
6625,261c_62,2039,,
6626,261c_63,2040,,1249.0
6638,262_58,2042,,
6655,262_66,2045,,
6656,262c_60,2046,,
6657,262c_63,2047,,1253.0
6704,263_66,2053,,
6705,263c_60,2054,,
6706,263c_63,2055,,1259.0
6707,264_60,2056,,
6708,264_62,2057,,
6709,264_63,2058,,1260.0
6710,264_66,2059,,
6711,264c_62,2060,,
6712,264c_63,2061,,1262.0
6726,265_63,2063,,1264.0
6727,265_66,2064,,
6728,265c_63,2065,,1265.0
6729,265c_65,2066,,
6736,266_59,2068,,
6737,266_60,2069,,
6749,266_66,2071,,
6750,266c_62,2072,,1268.0
6751,266c_63,2073,,1269.0
6752,266c_70,2074,,
6753,267_55BA,2075,,
6781,267_62,2079,,
6782,267_63,2080,,1273.0
6783,267_66,2081,,
6784,267c_60,2082,,
6785,267c_63,2083,,1274.0
6786,268_55,2084,,
6807,268_63,2087,,1277.0
6808,268_66,2088,,
6809,268c_63,2089,,1278.0
6810,268c_65,2090,,
6819,269_60,2092,,
6833,269_63,2094,,1281.0
6834,269_66,2095,,
6835,269c_63,2096,,1282.0
6841,26c_60,2098,,1284.0
6842,26c_62,2099,,1285.0
6843,26c_63,2100,,1286.0
6844,27_54,2101,,
6845,27_55,2102,,
6857,27_61,2104,,
6870,27_65,2106,,
6871,27_66,2107,,
6885,270_55BA,2110,,
6886,270_60,2111,,
6887,270_63,2112,,1293.0
6888,270_66,2113,,
6889,270c_60,2114,,1294.0
6890,270c_62,2115,,1295.0
6891,270c_63,2116,,1296.0
6904,271_63,2119,,1300.0
6905,271_66,2120,,
6906,271c_60,2121,,
6907,271c_63,2122,,1301.0
6908,271c_64,2123,,1302.0
6909,272_55,2124,,
6922,272_59,2126,,
6923,272_60,2127,,
6924,272_62,2128,,
6937,272c_60,2130,,1305.0
6938,272c_62,2131,,
6939,272c_63,2132,,1306.0
6946,273_55BA,2134,,
6950,273_57,2136,,
6956,273_59,2138,,
6969,273_66,2140,,
6970,273c_60,2141,,1310.0
6971,273c_62,2142,,1311.0
6972,273c_63,2143,,1312.0
6978,274_55BA,2145,,
6995,274_62,2148,,
6996,274_63,2149,,1316.0
6997,274_66,2150,,
6998,274c_60,2151,,
6999,274c_62,2152,,1317.0
7000,274c_63,2153,,1318.0
7005,275_55BA,2155,,
7006,275_60,2156,,
7007,275_63,2157,,1320.0
7008,275_66,2158,,
7009,275c_60,2159,,1321.0
7010,275c_62,2160,,1322.0
7011,275c_63,2161,,1323.0
7012,276_55BA,2162,,
7025,276_57,2164,,
7026,276_58,2165,,
7027,276_63,2166,,1325.0
7028,276_66,2167,,
7029,276c_63,2168,,1326.0
7030,276c_64,2169,,
7031,276c_65,2170,,
7043,277_57,2172,,
7050,277_59,2174,,
7051,277_60,2175,,
7063,277_66,2177,,
7064,277c_60,2178,,
7065,277c_63,2179,,1330.0
7066,278_59,2180,,
7067,278_60,2181,,
7068,278_63,2182,,1331.0
7069,278_66,2183,,
7070,278c_60,2184,,1332.0
7071,278c_63,2185,,1333.0
7077,279_55BA,2187,,
7101,279_63,2191,,1339.0
7102,279_66,2192,,
7103,279c_60,2193,,1340.0
7104,279c_63,2194,,1341.0
7105,27c_60,2195,,
7106,27c_63,2196,,1342.0
7107,27c_65,2197,,
7132,28_59,2201,,1346.0
7176,28_69,2206,,
7180,280_56,2208,,
7181,280_58,2209,,
7182,280_63,2210,,1352.0
7183,280_66,2211,,
7184,280c_63,2212,,1353.0
7185,281_56,2213,,
7204,281_62,2216,,
7221,281_66,2218,,
7222,281c_60,2219,,
7223,281c_63,2220,,1358.0
7246,282_63,2224,,1362.0
7247,282_66,2225,,
7248,282c_60,2226,,
7249,282c_62,2227,,
7250,282c_63,2228,,1363.0
7251,283_60,2229,,1364.0
7252,283_63,2230,,1365.0
7253,283_66,2231,,
7254,283c_62,2232,,
7255,283c_63,2233,,1366.0
7256,283c_65,2234,,
7265,284_62,2236,,
7266,284_63,2237,,1368.0
7267,284_66,2238,,
7268,284_68,2239,,
7269,284c_63,2240,,1369.0
7281,285_59,2242,,
7294,285_63,2244,,1372.0
7295,285_66,2245,,
7296,285c_62,2246,,1374.0
7297,285c_63,2247,,1375.0
7298,285c_64,2248,,
7299,286_55,2249,,
7300,286_56,2250,,
7309,286_59,2252,,
7310,286_62,2253,,
7311,286_63,2254,,1377.0
7312,286_66,2255,,
7313,286c_60,2256,,1378.0
7314,286c_62,2257,,
7315,286c_63,2258,,1379.0
7316,286c_65,2259,,
7317,287_55,2260,,1380.0
7360,287_66,2266,,
7361,287c_60,2267,,
7362,287c_63,2268,,1386.0
7363,287c_65,2269,,
7377,288_66,2271,,
7378,288c_62,2272,,
7379,288c_63,2273,,1388.0
7386,289_55BA,2275,,
7407,289_63,2279,,1394.0
7408,289_66,2280,,
7409,289c_60,2281,,
7410,289c_62,2282,,
7411,289c_63,2283,,1395.0
7412,289c_64,2284,,
7413,28c_63,2285,,1396.0
7424,29_57,2287,,
7425,29_59,2288,,1398.0
7431,29_63,2290,,1400.0
7432,29_66,2291,,
7433,29_67,2292,,
7434,29_68,2293,,
7435,29_69,2294,,1401.0
7446,290_62,2296,,
7447,290_63,2297,,1403.0
7448,290_66,2298,,
7449,290c_60,2299,,1404.0
7450,290c_63,2300,,1405.0
7461,291_60,2302,,
7473,291_66,2304,,
7474,291c_60,2305,,
7475,291c_63,2306,,1410.0
7480,292_55BA,2308,,
7481,292_59,2309,,
7492,292_66,2312,,
7493,292c_60,2313,,1415.0
7494,292c_63,2314,,1416.0
7495,292c_65,2315,,
7496,293_56,2316,,
7531,293_66,2321,,
7532,293c_60,2322,,
7533,293c_63,2323,,1421.0
7534,293c_64,2324,,
7543,294_66,2326,,
7544,294c_60,2327,,1423.0
7545,294c_62,2328,,
7546,294c_63,2329,,1424.0
7557,295_59,2331,,
7580,295_66,2334,,
7581,295c_60,2335,,
7582,295c_63,2336,,1428.0
7588,296_55BA,2338,,
7589,296_56,2339,,
7602,296_63,2342,,1432.0
7603,296_66,2343,,
7604,296c_62,2344,,1433.0
7605,296c_63,2345,,1434.0
7606,296c_65,2346,,1435.0
7615,297_59,2348,,
7616,297_60,2349,,
7617,297_62,2350,,
7618,297_63,2351,,1437.0
7619,297_66,2352,,
7620,297c_63,2353,,1439.0
7624,298_55,2355,,
7625,298_55BA,2356,,
7626,298_60,2357,,
7643,298_66,2360,,
7644,298c_63,2361,,1444.0
7645,298c_64,2362,,
7646,298c_65,2363,,
7671,299_66,2367,,
7672,299c_62,2368,,1448.0
7673,299c_63,2369,,1449.0
7674,29c_63,2370,,1450.0
7675,2c_60,2371,,1451.0
7676,2c_63,2372,,1452.0
7677,3_57,2373,,
7689,3_63,2376,,1455.0
7696,3_68,2378,,
7697,3_69,2379,,
7723,30_59,2383,,1460.0
7724,30_61,2384,,
7725,30_63,2385,,1461.0
7726,30_66,2386,,
7737,300_62,2388,,
7738,300_63,2389,,1464.0
7739,300_66,2390,,
7740,300c_63,2391,,1465.0
7751,301_55BA,2393,,
7752,301_63,2394,,1467.0
7753,301_66,2395,,
7754,301c_62,2396,,
7755,301c_63,2397,,1469.0
7756,301c_65,2398,,1470.0
7780,302_66,2401,,
7781,302c_62,2402,,
7782,302c_63,2403,,1474.0
7783,302c_64,2404,,
7784,302c_65,2405,,
7794,303_62,2407,,
7813,303c_63,2410,,1479.0
7814,303c_64,2411,,
7819,304_55BA,2413,,
7843,304_63,2416,,1483.0
7844,304_66,2417,,
7845,304c_62,2418,,1484.0
7846,304c_63,2419,,1485.0
7847,304c_65,2420,,
7852,305_55BA,2422,,
7863,305_60,2424,,
7864,305_63,2425,,1488.0
7865,305_66,2426,,
7866,305c_63,2427,,1489.0
7867,305c_64,2428,,
7874,306_63,2430,,1491.0
7875,306_66,2431,,
7876,306c_62,2432,,1492.0
7877,306c_63,2433,,1493.0
7897,307_66,2436,,
7898,307c_63,2437,,1496.0
7899,307c_65,2438,,
7916,308_55BA,2441,,
7917,308_60,2442,,1499.0
7918,308_63,2443,,1500.0
7919,308_66,2444,,
7920,308c_62,2445,,
7921,308c_63,2446,,1501.0
7922,309_55BA,2447,,
7923,309_60,2448,,
7924,309_62,2449,,
7925,309_63,2450,,1502.0
7926,309_66,2451,,
7927,309c_63,2452,,1503.0
7928,30c_60,2453,,
7929,30c_63,2454,,1504.0
7940,31_56,2456,,
7941,31_57,2457,,
7942,31_59,2458,,1506.0
7943,31_60,2459,,
7960,31_65,2462,,
7961,31_66,2463,,
7962,31_68,2464,,
7963,31_69,2465,,
7970,310_56,2467,,
7971,310_60,2468,,
7972,310_63,2469,,1510.0
7983,310c_62,2471,,
7984,310c_63,2472,,1512.0
7985,311_55BA,2473,,
8009,311_66,2476,,
8010,311c_62,2477,,
8011,311c_63,2478,,1515.0
8022,312_63,2480,,1517.0
8023,312_66,2481,,
8024,312c_63,2482,,1518.0
8033,313_60,2484,,
8042,313_66,2486,,
8043,313c_63,2487,,1521.0
8049,314_56,2489,,1523.0
8056,314_66,2491,,
8057,314c_63,2492,,1525.0
8058,314c_65,2493,,
8063,315_66,2495,,
8064,315A_60,2496,,
8065,315c_63,2497,,1527.0
8066,316_62,2498,,
8067,316_63,2499,,1528.0
8068,316_66,2500,,
8069,316c_63,2501,,1529.0
8070,316c_65,2502,,
8071,317_60,2503,,
8085,317_63,2505,,1532.0
8086,317_66,2506,,
8087,317c_63,2507,,1533.0
8088,318_56,2508,,
8089,318_63,2509,,1534.0
8090,318_66,2510,,
8091,318c_63,2511,,1535.0
8107,319_63,2514,,1538.0
8108,319_66,2515,,
8109,319c_63,2516,,1539.0
8110,319c_64,2517,,
8111,31c_60,2518,,1540.0
8112,31c_63,2519,,1541.0
8120,32_55,2521,,
8132,32_57,2523,,
8175,32_66,2528,,
8176,32_69,2529,,
8177,32_70,2530,,
8185,320_55BA,2532,,
8200,320_66,2535,,
8201,320c_63,2536,,1552.0
8202,320c_64,2537,,
8212,321_60,2539,,1554.0
8221,321_63,2541,,1556.0
8222,321_66,2542,,
8223,321c_63,2543,,1557.0
8224,321c_65,2544,,1558.0
8234,322_60,2546,,
8235,322_62,2547,,
8236,322_63,2548,,1560.0
8237,322_66,2549,,
8238,322c_63,2550,,1561.0
8239,322c_64,2551,,
8240,322c_65,2552,,
8241,323_56,2553,,
8242,323_60,2554,,
8249,323_63,2556,,1563.0
8250,323_66,2557,,
8251,323c_63,2558,,1564.0
8252,324_56,2559,,
8272,324_63,2562,,1567.0
8273,324_66,2563,,
8274,324c_63,2564,,1568.0
8283,325_60,2566,,
8284,325_63,2567,,1570.0
8285,325_66,2568,,
8286,325c_63,2569,,1571.0
8311,326_66,2572,,
8312,326c_63,2573,,1575.0
8313,327_63,2574,,1576.0
8314,327_66,2575,,
8315,327c_63,2576,,1577.0
8316,328_63,2577,,1578.0
8317,328_66,2578,,
8318,328c_63,2579,,1579.0
8319,328c_65,2580,,
8330,329_62,2582,,
8331,329_63,2583,,1581.0
8332,329_66,2584,,
8333,329c_63,2585,,1582.0
8334,329c_65,2586,,
8335,32c_63,2587,,1583.0
8336,32c_65,2588,,1584.0
8337,33_55,2589,,
8352,33_59,2592,,1587.0
8379,33_65,2595,,
8393,33_68,2597,,
8394,330_56,2598,,
8418,330_66,2601,,
8419,330c_63,2602,,1593.0
8420,330c_65,2603,,
8421,331_56,2604,,
8422,331_62,2605,,
8435,331_66,2607,,
8436,331c_63,2608,,1595.0
8437,332_63,2609,,1596.0
8438,332_66,2610,,
8439,332c_63,2611,,1597.0
8440,332c_65,2612,,1598.0
8441,333_55,2613,,
8442,333_63,2614,,1599.0
8443,333_66,2615,,
8444,333c_63,2616,,1600.0
8445,334_63,2617,,1601.0
8452,334c_63,2619,,1603.0
8453,334c_65,2620,,
8472,335_66,2624,,
8473,335c_63,2625,,1607.0
8490,336_63,2628,,1611.0
8491,336_66,2629,,
8492,336c_63,2630,,1612.0
8493,336c_65,2631,,
8516,337_66,2635,,
8517,337c_63,2636,,1616.0
8518,338_63,2637,,1617.0
8519,338_66,2638,,
8520,338c_63,2639,,1618.0
8521,338c_65,2640,,
8522,339_60,2641,,1619.0
8531,339_66,2643,,
8532,339c_63,2644,,1621.0
8533,33c_60,2645,,1622.0
8534,33c_63,2646,,1623.0
8542,34_57,2648,,1625.0
8543,34_59,2649,,1626.0
8548,34_66,2651,,
8549,34_70,2652,,
8557,340_60,2654,,
8558,340_62,2655,,
8569,340_66,2657,,
8570,340c_63,2658,,1630.0
8571,340c_65,2659,,
8572,341_62,2660,,
8576,341_66,2662,,
8577,341c_63,2663,,1633.0
8578,341c_65,2664,,
8579,342_56,2665,,
8580,342_60,2666,,
8581,342_62,2667,,
8582,342_63,2668,,1634.0
8583,342_66,2669,,
8584,342c_63,2670,,1635.0
8585,343_62,2671,,
8586,343_63,2672,,1636.0
8587,343_66,2673,,
8588,343c_63,2674,,1637.0
8603,344_63,2677,,1640.0
8604,344_66,2678,,
8605,344c_63,2679,,1641.0
8606,345_55,2680,,
8607,345_63,2681,,1642.0
8608,345_66,2682,,
8609,345c_63,2683,,1643.0
8627,346_66,2686,,
8628,346_67,2687,,
8629,346c_63,2688,,1646.0
8630,346c_65,2689,,1647.0
8648,347_63,2692,,1650.0
8649,347_66,2693,,
8650,347_67,2694,,
8651,347c_63,2695,,1651.0
8670,348_62,2698,,1654.0
8681,348_66,2700,,
8691,348c_63,2702,,1657.0
8698,349_62,2704,,1659.0
8712,349_66,2706,,
8724,349c_63,2708,,1662.0
8725,349c_65,2709,,
8726,34c_60,2710,,1663.0
8727,34c_63,2711,,1664.0
8728,34c_64,2712,,
8729,35_57,2713,,
8730,35_59,2714,,1666.0
8736,35_63,2716,,1668.0
8747,35_66,2718,,
8748,35_68,2719,,
8759,350_62,2721,,
8769,350_66,2723,,
8770,350_67,2724,,
8771,350c_63,2725,,1672.0
8772,351_55,2726,,
8775,351_63,2728,,1674.0
8776,351_66,2729,,
8777,351c_63,2730,,1675.0
8778,352_63,2731,,1676.0
8779,352_66,2732,,
8780,352c_63,2733,,1677.0
8781,353_63,2734,,1678.0
8782,353_66,2735,,
8783,353c_63,2736,,1679.0
8797,354_66,2738,,
8812,354c_63,2740,,1682.0
8813,355_60,2741,,
8826,355_63,2743,,1684.0
8827,355_66,2744,,
8828,355c_63,2745,,1685.0
8829,355c_65,2746,,
8830,356_63,2747,,1686.0
8831,356_66,2748,,
8832,356c_63,2749,,1687.0
8848,357_66,2752,,
8849,357c_63,2753,,1691.0
8856,358_63,2755,,1693.0
8857,358c_63,2756,,1694.0
8858,358c_65,2757,,1695.0
8871,359_62,2759,,
8872,359_63,2760,,1697.0
8873,359_66,2761,,
8874,359_67,2762,,
8875,359c_63,2763,,1698.0
8876,35c_60,2764,,1699.0
8877,35c_63,2765,,1700.0
8878,36_56,2766,,
8879,36_57,2767,,1701.0
8880,36_59,2768,,1702.0
8906,36_66,2771,,
8917,36_69,2773,,1706.0
8918,36_70,2774,,
8931,360_62,2776,,
8937,360_66,2778,,
8938,360_67,2779,,
8939,360c_63,2780,,1710.0
8952,361_66,2782,,
8953,361_67,2783,,
8954,361c_63,2784,,1712.0
8966,362_62,2786,,1714.0
8967,362_63,2787,,1715.0
8980,362_67,2789,,
8981,362c_63,2790,,1717.0
8988,363_63,2792,,1719.0
8989,363_66,2793,,
8990,363_67,2794,,
8991,363c_63,2795,,1720.0
8992,363c_65,2796,,1721.0
8993,364_62,2797,,
9004,364_66,2799,,
9005,364_67,2800,,
9006,364c_63,2801,,1723.0
9007,365_63,2802,,1724.0
9008,365_66,2803,,
9009,365_67,2804,,
9010,365c_63,2805,,1725.0
9018,366_63,2807,,1728.0
9019,366_66,2808,,
9020,366_67,2809,,
9021,366c_63,2810,,1729.0
9022,367_55,2811,,
9023,367_62,2812,,
9024,367_63,2813,,1730.0
9025,367_66,2814,,
9034,367c_63,2816,,1732.0
9035,368_60,2817,,
9036,368_62,2818,,
9045,368_66,2820,,
9046,368_67,2821,,
9047,368c_63,2822,,1734.0
9048,369_60,2823,,
9049,369_63,2824,,1735.0
9050,369_66,2825,,
9051,369_67,2826,,
9052,369c_63,2827,,1736.0
9053,369c_65,2828,,
9054,36c_63,2829,,1737.0
9055,36c_65,2830,,
9062,37_55,2832,,
9063,37_56,2833,,
9068,37_63,2835,,1741.0
9069,37_64,2836,,
9080,37_68,2838,,
9081,37_69,2839,,
9092,370_60,2841,,
9093,370_62,2842,,
9094,370_63,2843,,1744.0
9095,370_66,2844,,
9096,370_67,2845,,
9097,370c_63,2846,,1745.0
9104,371_66,2848,,
9105,371_67,2849,,
9106,371c_63,2850,,1747.0
9107,372_60,2851,,
9108,372_62,2852,,
9113,372_66,2854,,
9114,372_67,2855,,
9115,372c_63,2856,,1749.0
9116,372c_65,2857,,1750.0
9117,373_63,2858,,1752.0
9118,373_66,2859,,
9119,373_67,2860,,
9120,373c_63,2861,,1753.0
9121,374_60,2862,,
9122,374_62,2863,,1754.0
9123,374_63,2864,,1755.0
9124,374_66,2865,,
9125,374_67,2866,,
9126,374_68,2867,,
9127,374c_63,2868,,1756.0
9138,375_63,2870,,1758.0
9139,375_66,2871,,
9140,375_67,2872,,
9141,375c_63,2873,,1759.0
9142,376_60,2874,,
9143,376_63,2875,,1760.0
9144,376_66,2876,,
9145,376_67,2877,,
9152,376c_63,2879,,1762.0
9168,377_63,2882,,1765.0
9169,377_66,2883,,
9170,377_67,2884,,
9171,377c_63,2885,,1766.0
9187,378_66,2889,,
9188,378_67,2890,,
9189,378c_63,2891,,1770.0
9193,379_60,2893,,
9194,379_62,2894,,
9195,379_66,2895,,
9196,379_67,2896,,
9197,379c_63,2897,,1772.0
9198,37c_60,2898,,
9199,37c_63,2899,,1773.0
9207,38_57,2901,,
9236,38_64,2905,,
9237,38_65,2906,,
9238,38_66,2907,,
9250,38_69,2909,,
9251,38_70,2910,,
9265,380_66,2913,,
9266,380_67,2914,,
9273,381_66,2916,,
9274,381_67,2917,,
9275,382_55,2918,,
9287,382_66,2921,,
9288,382_67,2922,,1784.0
9289,383_60,2923,,
9295,383_66,2925,,
9296,383_67,2926,,
