site_info_id,ID,profile,X_coord,Y_coord,land_cover_id,climate_id,geology_id,topo_feature_id,sampling_date,districts_id,district
621,1238,143C_62,14.55207538605,-10.05483913422,,,,,,,Cuanza Sul
623,2224,143C_64,23.65263366699,-12.75705337524,,,,,,,Moxico
624,2391,144_46,15.59191417694,-13.2991027832,,,,,,,Huambo
625,2520,144_55,15.12737846375,-13.88518238068,,,,,,,Huila
628,604,144_65,18.55603790283,-8.43733215332,,,,,,,Lunda Norte
629,3219,144_66,19.68678122385,-14.81633093824,,,,,,,
630,121,144C_60,13.46932411194,-5.88505649567,,,,,,,Uige e Zaire
631,1248,144C_62,14.52553749084,-10.07695579529,,,,,,,Cuanza Sul
633,587,144C_65,21.29841995239,-8.40445995331,,,,,,,Lunda Norte
634,2390,145_46,15.60809803009,-13.29884433746,,,,,,,Huambo
637,406,145_60,14.82701396942,-7.29917478561,,,,,,,Uige e Zaire
639,2218,145_62,16.64640235901,-12.74689102173,,,,,,,Bie
641,3220,145_66,19.76742458798,-14.87009318099,,,,,,,
647,2398,146_46,15.59453201294,-13.31252574921,,,,,,,Huambo
648,2530,146_55,15.15816116333,-13.95509624481,,,,,,,Huila
650,384,146_60,14.7440776825,-7.22800588608,,,,,,,Uige e Zaire
653,3449,146_66,20.94798412305,-15.19995571058,,,,,,,
654,562,146_70,15.68640041351,-8.3018283844,,,,,,,Cuanza Norte
655,190,146C_60,13.69420337677,-6.21074819565,,,,,,,Uige e Zaire
656,1134,146C_62,15.06833076477,-9.74849128723,,,,,,,Cuanza Sul
658,2120,146C_64,20.8213634491,-12.53096103668,,,,,,,Moxico
659,2399,147_46,15.60835170746,-13.31362247467,,,,,,,Huambo
661,1918,147_56,16.10600852966,-12.01863002777,,,,,,,Huambo
664,1584,147_61,16.04773139954,-11.13568210602,,,,,,,Bie
666,563,147_65,18.33225440979,-8.3061876297,,,,,,,Lunda Norte
667,3448,147_66,21.03985995923,-15.15660304329,,,,,,,
669,1123,147C_62,14.97378730774,-9.71439743042,,,,,,,Cuanza Sul
671,2089,148_46,16.83967208862,-12.44120407104,,,,,,,Bie
674,402,148_60,14.61735534668,-7.27361059189,,,,,,,Uige e Zaire
678,2696,148_64,21.76473999023,-14.97263336182,,,,,,,Moxico
679,3442,148_66,20.29570545928,-14.99711295538,,,,,,,
685,381,149_60,14.49896621704,-7.22184419632,,,,,,,Uige e Zaire
687,3441,149_66,20.22053432059,-14.97404456361,,,,,,,
696,307,15_60,15.87641906738,-6.97504854202,,,,,,,Uige e Zaire
699,3186,15_66,18.52749679186,-14.79065018444,,,,,,,
700,939,15_69,14.50099182129,-9.35246658325,,,,,,,Cuanza Norte
706,1536,150_61,16.14863014221,-11.01285457611,,,,,,,Bie
708,3440,150_66,20.07735119927,-14.894896116,,,,,,,
711,1676,150C_62,14.21318721771,-11.34828472137,,,,,,,Cuanza Sul
713,2176,150C_64,22.6136341095,-12.65529060364,,,,,,,Moxico
714,519,150C_65,21.35809326172,-7.9418888092,,,,,,,Lunda Norte
716,2440,151_57,14.61377334595,-13.49295330048,,,,,,,Benguela
720,2511,151_64,20.54370689392,-13.83110618591,,,,,,,Moxico
721,3134,151_66,19.23083276281,-15.15417157307,,,,,,,
724,1223,151C_62,14.89542293549,-10.02207183838,,,,,,,Cuanza Sul
726,2583,152_55,15.37062263489,-14.28033351898,,,,,,,Huila
727,1991,152_56,15.96767520905,-12.20633602142,,,,,,,Huambo
733,3135,152_66,19.29896170772,-15.1933094776,,,,,,,
737,2467,153_57,14.66916275024,-13.56827545166,,,,,,,Benguela
742,3136,153_66,19.39245781297,-15.20563066976,,,,,,,
744,250,153C_60,13.46653747559,-6.63429117203,,,,,,,Uige e Zaire
752,2507,154_64,21.25769615173,-13.80842971802,,,,,,,Moxico
753,3137,154_66,19.50044943841,-15.1708414213,,,,,,,
760,2504,155_64,21.22410392761,-13.79541778564,,,,,,,Moxico
761,575,155_65,18.66178131104,-8.36273956299,,,,,,,Lunda Norte
768,2094,156_62,16.94779205322,-12.44984054565,,,,,,,Bie
773,1338,156C_62,14.92637634277,-10.36296749115,,,,,,,Cuanza Sul
775,2086,156C_64,23.82015991211,-12.42162418365,,,,,,,Moxico
776,2196,157_46,15.79120826721,-12.6982717514,,,,,,,Huambo
778,481,157_60,15.55176448822,-7.68936014175,,,,,,,Uige e Zaire
780,3251,157_66,19.40301352079,-15.35785153137,,,,,,,
781,279,157C_60,13.30104351044,-6.83832025528,,,,,,,Uige e Zaire
783,1191,157C_65,20.35792922974,-9.91260433197,,,,,,,Lunda Sul
788,2026,158_64,23.82628250122,-12.28970336914,,,,,,,Moxico
790,287,158C_60,13.24128246307,-6.8889746666,,,,,,,Uige e Zaire
791,1323,158C_62,15.02589702606,-10.32429027557,,,,,,,Cuanza Sul
793,2561,159_55,15.16430091858,-14.15986919403,,,,,,,Huila
801,1343,159C_62,15.06620502472,-10.37545871735,,,,,,,Cuanza Sul
806,3187,16_66,18.58650623465,-14.90297160657,,,,,,,
807,948,16_69,14.52798748016,-9.38858509064,,,,,,,Cuanza Norte
808,2443,160_55,15.21670341492,-13.50202846527,,,,,,,Huila
812,2668,160_64,20.614320755,-14.8935546875,,,,,,,Moxico
814,1756,160_70,15.01602268219,-11.5926322937,,,,,,,Cuanza Sul
816,1969,160C_64,23.84482765198,-12.16093158722,,,,,,,Moxico
818,1488,161_61,15.6816444397,-10.90838909149,,,,,,,Cuanza Sul
821,299,161C_60,13.17342185974,-6.94674921036,,,,,,,Uige e Zaire
824,1941,161C_64,23.82527351379,-12.09699058533,,,,,,,Moxico
827,2197,162_62,16.45314788818,-12.70365142822,,,,,,,Bie
829,2687,162_64,20.50235939026,-14.95344543457,,,,,,,Moxico
830,3138,162_66,19.6345330002,-15.15779545312,,,,,,,
831,1671,162_70,14.72826385498,-11.33714675903,,,,,,,Cuanza Sul
834,2238,163_46,15.01924610138,-12.82560157776,,,,,,,Huambo
840,3139,163_66,19.68744164891,-15.15489634908,,,,,,,
841,1172,163_68,14.35422611237,-9.8476266861,,,,,,,Bengo
845,2307,164_46,14.64825248718,-13.04603481293,,,,,,,Benguela
846,2424,164_55,15.32398319244,-13.441447258,,,,,,,Huila
850,2152,164_62,16.4068107605,-12.62008953094,,,,,,,Bie
853,3140,164_66,19.75991924988,-15.15707067711,,,,,,,
855,1650,164_70,14.68540668488,-11.29593086243,,,,,,,Cuanza Sul
858,2076,164C_64,22.58989715576,-12.40458774567,,,,,,,Moxico
860,2332,165_46,14.64671325684,-13.13020515442,,,,,,,Benguela
863,3252,165_66,19.45873461114,-15.46186423334,,,,,,,
865,204,165C_60,13.51385116577,-6.28961706161,,,,,,,Uige e Zaire
866,1361,165C_62,14.86369037628,-10.43059253693,,,,,,,Cuanza Sul
868,2055,165C_64,22.58722496033,-12.35569000244,,,,,,,Moxico
869,979,165C_65,20.539478302,-9.45238685608,,,,,,,Lunda Sul
870,2267,166_46,14.64812469482,-12.93715667725,,,,,,,Benguela
871,1865,166_56,16.27115249634,-11.87518882751,,,,,,,Huambo
873,425,166_60,15.19435024261,-7.38296890259,,,,,,,Uige e Zaire
875,2485,166_64,19.85479164124,-13.65994930267,,,,,,,Moxico
876,3253,166_66,19.46319229836,-15.53615902046,,,,,,,
881,2416,167_55,15.41194152832,-13.39786624908,,,,,,,Huambo
882,1884,167_56,16.32568359375,-11.92164802551,,,,,,,Huambo
885,2469,167_64,19.82041549683,-13.57957077026,,,,,,,Moxico
886,3254,167_66,19.40152762505,-15.54953208214,,,,,,,
888,2250,168_46,14.81263923645,-12.87582588196,,,,,,,Benguela
890,2431,168_57,14.62129974365,-13.46072864532,,,,,,,Benguela
892,451,168_60,14.9489402771,-7.50397920609,,,,,,,Uige e Zaire
893,1681,168_61,16.56331443787,-11.35781097412,,,,,,,Bie
897,572,168_65,18.62802505493,-8.33520412445,,,,,,,Lunda Norte
898,3255,168_66,19.3874116155,-15.55250387363,,,,,,,
899,1130,168_68,14.3891620636,-9.74627113342,,,,,,,Bengo
900,1638,168_70,14.6110496521,-11.27478790283,,,,,,,Cuanza Sul
901,1322,168C_62,14.81382274628,-10.32227420807,,,,,,,Cuanza Sul
903,2156,168C_64,22.64280319214,-12.62736988068,,,,,,,Moxico
904,2775,169_54,13.5416431427,-15.24852275848,,,,,,,Huila
907,1651,169_61,16.51015663147,-11.29616928101,,,,,,,Bie
909,3453,169_66,20.76502791248,-15.35427529688,,,,,,,
918,3188,17_66,18.60115685493,-14.95587662425,,,,,,,
919,878,17_70,15.14518737793,-9.27024459839,,,,,,,Cuanza Norte
920,2772,170_54,13.52809810638,-15.24176311493,,,,,,,Huila
924,1599,170_61,15.93899154663,-11.16578483582,,,,,,,Bie
926,2374,170_64,19.57187080383,-13.2481098175,,,,,,,Moxico
928,3452,170_66,20.83622174224,-15.31728632388,,,,,,,
931,2429,171_57,14.62149143219,-13.46032428741,,,,,,,Benguela
933,2078,171_62,16.97269821167,-12.40705013275,,,,,,,Bie
937,2514,172_55,14.928606987,-13.83992385864,,,,,,,Huila
943,660,172_65,18.36967658997,-8.76107597351,,,,,,,Lunda Norte
944,3450,172_66,20.88315398756,-15.20711486664,,,,,,,
947,2161,172C_64,20.88193321228,-12.64051628113,,,,,,,Moxico
948,2133,173_46,16.35192298889,-12.55122470856,,,,,,,Bie
952,674,173_65,18.29716873169,-8.81568050385,,,,,,,Lunda Norte
953,3447,173_66,20.95554101001,-15.06830678515,,,,,,,
955,184,173C_60,12.4234161377,-6.19167757034,,,,,,,Uige e Zaire
956,1275,173C_62,14.70288944244,-10.14584445953,,,,,,,Cuanza Sul
958,1781,174_56,16.28578186035,-11.64622116089,,,,,,,Huambo
962,2123,174_62,16.3925075531,-12.53843402863,,,,,,,Bie
964,3446,174_66,20.83502854957,-15.02932915768,,,,,,,
966,1261,174C_62,14.64219665527,-10.10523891449,,,,,,,Cuanza Sul
968,2306,174C_64,21.28358840942,-13.04328155518,,,,,,,Moxico
969,2129,175_46,16.46514701843,-12.54440021515,,,,,,,Bie
970,1856,175_56,16.25521850586,-11.84016799927,,,,,,,Huambo
971,2439,175_57,14.59874916077,-13.49022960663,,,,,,,Benguela
973,456,175_60,15.09071826935,-7.53437709808,,,,,,,Uige e Zaire
974,1691,175_61,15.88802814484,-11.39964103699,,,,,,,Bie
977,3445,175_66,20.62781075455,-15.01341992197,,,,,,,
979,1557,175_70,15.15297412872,-11.08601379395,,,,,,,Cuanza Sul
983,1746,176_56,16.21748924255,-11.56429862976,,,,,,,Huambo
987,441,176_60,15.09184074402,-7.46406030655,,,,,,,Uige e Zaire
989,735,176_65,18.16520118713,-8.99281311035,,,,,,,Lunda Norte
992,1782,176C_62,13.8892250061,-11.64697170258,,,,,,,Cuanza Sul
994,633,176C_65,21.01731491089,-8.60521316528,,,,,,,Lunda Norte
